Datum,Klantennummer,Artikelnummer,IsLeeggoed,Omschrijving,AantalGeboekt,Basiseenheid,OmzetInEuroNaKorting,TotaleKorting
2016-07-15,102297,1003861,false,Maes Zero 24/25cl,24,FLES,15.4,0
2016-07-15,102297,1003871,false,Vedett Extra Blond 24/33cl,24,FLES,15.09,0
2016-07-15,102297,1003872,false,Vedett Extra White 24/33cl,24,FLES,15.09,0
2016-07-15,102297,1004463,false,La Chouffe 24/33cl,48,FLES,43.72,0
2016-07-15,102297,1004473,false,La Chouffe Houblon 12/75cl,12,FLES,33.87,0
2016-07-15,102297,1004498,false,De Ranke Noir De Dottignies 24/33cl,24,FLES,21.98,0
2016-07-15,102297,1004541,false,Caracole saxo vat 20L,1,STUK,48.89,1
2016-07-15,102297,1004628,false,St.Bernardus Prior 8 vat 20L,1,VAT,44.29,0.9
2016-07-15,102297,1004999,false,Cuvee Des Trolls 6/75cl,6,FLES,16.59,0
2016-07-15,102297,1005041,false,Omer 24/33cl,24,FLES,21.22,0
2016-07-15,102297,1005071,false,Gulden Draak vat 20L,1,VAT,51.58,1.05
2016-07-15,102297,1005201,false,Zwet.be 24/33cl,24,FLES,35.72,0
2016-07-15,102297,1005324,false,Broeder Jacob tripel vat 20l,1,STUK,54.93,1.12
2016-07-15,102297,1005490,false,Palm N.A. 24/25cl,48,FLES,23.45,0
2016-07-15,102297,1005498,false,Keizer Karel Ommegang 24/33cl,24,FLES,20.57,0
2016-07-15,102297,1005517,false,Duvel Tripel Hop 24/33cl,48,FLES,52.99,0
2016-07-15,102297,1005551,false,La Trappe Tripel vat 20L,1,VAT,48.75,0.99
2016-07-15,102297,1005699,false,St.Bernardus Tripel Vat 20L,2,VAT,88.57,1.81
2016-07-15,102297,1005709,false,Abbaye Des Rocs La Montagnarde Vat 20l,1,VAT,49.39,1.01
2016-07-15,102297,1005845,false,Gulden Draak 9000 Quadruple 20L,1,VAT,55.17,1.13
2016-07-15,102297,1005941,false,Abbaye Des Rocs Blanche des Honnelles 20L,2,VAT,93.34,1.91
2016-07-15,102297,1006082,false,Lupulus Blonde 12/75cl,12,FLES,25.46,0
2016-07-15,102297,1006325,false,Vedett IPA 24/33cl,24,FLES,17.62,0
2016-07-15,102297,1006438,false,Corsendonk Agnus Blond 20L,1,VAT,54.49,1.11
2016-07-15,102297,1006456,false,Lupulus Blonde 20L,1,VAT,54.26,1.11
2016-07-15,102297,1006519,false,La Chouffe Soleil 24/33cl,24,FLES,19.58,0
2016-07-15,102297,1006640,false,Leffe Donker Perfect Draft,5,STUK,75,0
2016-07-15,102297,1006720,false,Duchesse de Bourgogne vat,1,VAT,47.17,0
2016-07-15,102297,1007349,false,Viven Master IPA vat,2,VAT,104.45,2.13
2016-07-15,102297,1008524,false,Westmalle Dubbel vat,2,STUK,85.62,1.74
2016-07-15,102297,1008653,false,Gageleer vat,1,VAT,52.03,1.06
2016-07-15,102297,1008654,false,Corsendonk Bruin,1,VAT,52.38,1.07
2016-07-15,102297,1008726,false,Saison Dupont KeyKeg,2,KEYKEG,110.02,2.24
2016-07-15,102297,E3000,true,"Leeggoed € 30,00",-11,STUK,-330,0
2016-07-15,102297,E4000,true,"Leeggoed € 40,00",2,STUK,80,0
2016-07-15,102297,E450,true,"Leeggoed € 4,50",52,STUK,166.4,0
2016-07-15,102297,E500,true,"Leeggoed € 5,00",15,STUK,75,0
2016-07-15,102297,E5000,true,Leeggoed € 50,1,STUK,11.9,0
2016-07-15,102297,E6000,true,Leeggoed € 60,6,STUK,360,0
2016-07-15,102297,E635,true,"Leeggoed € 6,35",1,STUK,3.2,0
2016-07-15,101981,1002314,false,Pauwel Kwak 24/33cl,576,FLES,435.24,0
2016-07-15,101981,1002358,false,Rochefort 6 24/33cl,288,FLES,246.2,0
2016-07-15,101981,1002359,false,Rochefort 8 24/33cl,288,FLES,280.04,0
2016-07-15,101981,1002368,false,St.Bernardus Pater 6 24/33cl,288,FLES,167.84,0
2016-07-15,101981,1002380,false,St.Bernardus Witbier 24/33cl,1440,FLES,815.06,0
2016-07-15,101981,1002440,false,St.Bernardus Tripel 24/33cl,864,FLES,665.5,0
2016-07-15,101981,1002529,false,Westmalle Dubbel 24/33cl,288,FLES,200.49,0
2016-07-15,101981,1002530,false,Westmalle Tripel 24/33cl,288,FLES,259.82,0
2016-07-15,101981,1008614,false,Fantome Printemps,36,FLES,117.17,0
2016-07-15,101981,E450,true,"Leeggoed € 4,50",180,STUK,576,0
2016-07-15,101100,1003135,false,Stella Artois vat 30L,82,STUK,4138.5,133.83
2016-07-15,101100,1008157,false,Pallet €30,0,STUK,0,0
2016-07-15,101100,E3000,true,"Leeggoed € 30,00",10,STUK,300,0
2016-07-15,101925,1001458,false,Cantillon Iris 6/75cl,6,FLES,33.58,0
2016-07-15,101925,1001528,false,"Oud Beersel Gueuze 12/37,5cl",36,FLES,80.41,0
2016-07-15,101925,1001530,false,"Oud Beersel Kriek 12/37,5cl",36,FLES,104.24,0
2016-07-15,101925,1001557,false,Timmermans Peche 24/25cl,24,FLES,18.24,0
2016-07-15,101925,1001560,false,Timmermans Strawberry 24/25cl (uit productie ),24,FLES,18.23,0
2016-07-15,101925,1001714,false,Kapittel Blond 24/33cl,24,FLES,15.59,0
2016-07-15,101925,1001756,false,Trappiste 12 24/33cl,24,FLES,149.6,0
2016-07-15,101925,1001758,false,Trappiste 8 24/33cl,24,FLES,131.63,0
2016-07-15,101925,1001793,false,Dolle Brouwers Arabier 20/33cl,40,FLES,48.71,0
2016-07-15,101925,1001798,false,Vleteren Bruin 12 Port 24/33cl,48,FLES,72.45,0
2016-07-15,101925,1001903,false,Brugse Zot Blond 24/33cl,48,FLES,40.15,0
2016-07-15,101925,1001940,false,Chimay Blauw 24/33cl,192,FLES,204.81,0
2016-07-15,101925,1001944,false,Chimay Wit 24/33cl,48,FLES,42.87,0
2016-07-15,101925,1001961,false,Duvel 24/33cl,24,FLES,19.87,0
2016-07-15,101925,1001989,false,Dolle Brouwers Dulle Teve 20/33cl,40,FLES,52.3,0
2016-07-15,101925,1001999,false,Delirium Tremens 24/33cl,120,FLES,127.67,0
2016-07-15,101925,1002000,false,Delirium Tremens 12/75cl,24,FLES,80.95,0
2016-07-15,101925,1002124,false,Karmeliet Tripel 24/33cl,72,FLES,60.18,0
2016-07-15,101925,1002261,false,Malheur 12 24/33cl,48,FLES,64.76,0
2016-07-15,101925,1002357,false,Rochefort 10 24/33cl,48,FLES,69.33,0
2016-07-15,101925,1002368,false,St.Bernardus Pater 6 24/33cl,48,FLES,27.97,0
2016-07-15,101925,1002529,false,Westmalle Dubbel 24/33cl,24,FLES,16.71,0
2016-07-15,101925,1002530,false,Westmalle Tripel 24/33cl,24,FLES,21.65,0
2016-07-15,101925,1004067,false,Duchesse de Bourgogne 12/75cl,24,FLES,57.39,0
2016-07-15,101925,1004743,false,Vicaris Tripel Gueuze 24/33cl,72,FLES,85.25,0
2016-07-15,101925,1005041,false,Omer 24/33cl,24,FLES,21.22,0
2016-07-15,101925,1005201,false,Zwet.be 24/33cl,24,FLES,35.72,0
2016-07-15,101925,1005543,false,Seefbier 24/33cl,24,FLES,19.46,0
2016-07-15,101925,1006519,false,La Chouffe Soleil 24/33cl,48,FLES,39.17,0
2016-07-15,101925,1006627,false,Oude Geuze 3 Fonteinen doos,48,FLES,138.43,0
2016-07-15,101925,1007338,false,Mort Subite Witte Lambic uit productie,72,FLES,49.54,0
2016-07-15,101925,1007425,false,Bootjesbier,24,FLES,20.68,0
2016-07-15,101925,1008041,false,Boon Black Label,24,FLES,87.44,0
2016-07-15,101925,1008402,false,Paljas Saison,24,FLES,20.58,0
2016-07-15,101925,1008568,false,Boon Gueuze Vat 79,36,FLES,161.96,0
2016-07-15,101925,1008633,false,Lindemans Kriek Cuvée René,36,FLES,58.28,0
2016-07-15,101925,E1180,true,"Leeggoed € 11,80",5,STUK,59,0
2016-07-15,101925,E240,true,"Leeggoed € 2,4",6,STUK,14.4,0
2016-07-15,101925,E450,true,"Leeggoed € 4,50",39,STUK,175.5,0
2016-07-15,101925,E635,true,"Leeggoed € 6,35",1,STUK,6.35,0
2016-07-15,101925,E650,true,"Leeggoed € 6,50",4,STUK,26,0
2016-07-15,101925,E700,true,"Leeggoed € 7,00",9,STUK,63,0
2016-07-15,101925,E810,true,"Leeggoed € 8,10",2,STUK,16.2,0
2016-07-15,100220,1000822,false,Abbaye Des Rocs 150cl,2,STUK,13.55,0
2016-07-15,100220,1001752,false,Achel Bruin 24/33cl,72,FLES,68.18,0
2016-07-15,100220,1001756,false,Trappiste 12 24/33cl,48,FLES,299.2,0
2016-07-15,100220,1001796,false,Achel blond 24/33cl,72,FLES,68.18,0
2016-07-15,100220,1001875,false,Barbar 24/33cl,96,FLES,88.72,0
2016-07-15,100220,1001903,false,Brugse Zot Blond 24/33cl,96,FLES,80.3,0
2016-07-15,100220,1001905,false,Brugse Zot Dubbel 24/33cl,72,FLES,63.36,0
2016-07-15,100220,1001944,false,Chimay Wit 24/33cl,72,FLES,64.3,0
2016-07-15,100220,1001950,false,Keizer Karel Rood 24/33cl,72,FLES,60.96,0
2016-07-15,100220,1002054,false,G.Carolus Classic 24/33cl,72,FLES,64.51,0
2016-07-15,100220,1002144,false,Keizer Karel Blond 24/33cl,72,FLES,60.96,0
2016-07-15,100220,1002183,false,Leffe Donker 24/33cl,72,FLES,54.18,0
2016-07-15,100220,1002530,false,Westmalle Tripel 24/33cl,192,FLES,173.21,0
2016-07-15,100220,1004082,false,"Rochefort 8% magnum 1,5l",3,FLES,28.65,0
2016-07-15,100220,1005310,false,Abbaye Des Rocs Imperiale 24/33cl,120,FLES,102.33,0
2016-07-15,100220,1005311,false,Abbaye Des Rocs Grand Cru 24/33cl,120,FLES,99.48,0
2016-07-15,100220,1005498,false,Keizer Karel Ommegang 24/33cl,72,FLES,61.71,0
2016-07-15,100220,1005684,false,"St Bernardus Abt Magnum 1,5l",4,FLES,52.28,0
2016-07-15,100220,1007357,false,Kasteelbier Barista,48,FLES,48.98,0
2016-07-15,100220,1007753,false,Oud Beersel Green Walnut,12,FLES,119.35,0
2016-07-15,100220,1008884,false,Dupont Deux Amis Collaboration Brew,36,FLES,77.28,0
2016-07-15,100220,E210,true,"Leeggoed € 2,10",-5,STUK,-10.5,0
2016-07-15,100220,E240,true,"Leeggoed € 2,4",10,STUK,24,0
2016-07-15,100220,E3000,true,"Leeggoed € 30,00",-14,STUK,-420,0
2016-07-15,100220,E450,true,"Leeggoed € 4,50",34,STUK,108.8,0
2016-07-15,100220,E700,true,"Leeggoed € 7,00",9,STUK,36.4,0
2016-07-15,100221,1002398,false,St.Feuillien Blond 24/33cl,672,FLES,537.6,28.29
2016-07-15,100221,1002402,false,St.Feuillien Tripel 24/33cl,672,FLES,613.52,32.29
2016-07-15,100221,E3000,true,"Leeggoed € 30,00",-29,STUK,-870,0
2016-07-15,100221,E450,true,"Leeggoed € 4,50",16,STUK,72,0
2016-07-15,101936,1000947,false,Straffe Hendrik Tripel 12/75cl,12,FLES,38.01,0
2016-07-15,101936,1001434,false,Boon Kriek 24/25cl,24,FLES,16.11,0
2016-07-15,101936,1001646,false,Jupiler 24/25cl,72,FLES,25.14,0
2016-07-15,101936,1001660,false,Stella Artois 24/25cl,72,FLES,25.37,0
2016-07-15,101936,1001714,false,Kapittel Blond 24/33cl,24,FLES,15.59,0
2016-07-15,101936,1001796,false,Achel blond 24/33cl,24,FLES,22.73,0
2016-07-15,101936,1001816,false,Bush De Charmes 6/75cl,6,FLES,66.76,0
2016-07-15,101936,1001822,false,Steenbrugge Blond 24/33cl,24,FLES,19.19,0
2016-07-15,101936,1001871,false,Bloemenbier 24/33cl,24,FLES,18.48,0
2016-07-15,101936,1001903,false,Brugse Zot Blond 24/33cl,24,FLES,20.07,0
2016-07-15,101936,1001905,false,Brugse Zot Dubbel 24/33cl,24,FLES,21.12,0
2016-07-15,101936,1001922,false,Cuvee de Ciney Blond 24/25cl,24,FLES,19.43,0
2016-07-15,101936,1001940,false,Chimay Blauw 24/33cl,24,FLES,25.6,0
2016-07-15,101936,1001941,false,Chimay Grand Reserve 12/75cl,12,FLES,33.76,0
2016-07-15,101936,1001943,false,Chimay Premiere 12/75cl,12,FLES,22,0
2016-07-15,101936,1001945,false,Chimay Cinq Cents 12/75cl,12,FLES,27.71,0
2016-07-15,101936,1001983,false,De Koninck 24/25cl,72,FLES,37.19,0
2016-07-15,101936,1001989,false,Dolle Brouwers Dulle Teve 20/33cl,20,FLES,26.15,0
2016-07-15,101936,1002059,false,G.Carolus Tripel 12/75cl,12,FLES,26.66,0
2016-07-15,101936,1002062,false,G.Carolus Classic 12/75cl,12,FLES,26.61,0
2016-07-15,101936,1002064,false,Gulden Draak 6/75cl,6,FLES,22.15,0
2016-07-15,101936,1002077,false,Gentse Tripel 24/33cl,24,FLES,20.15,0
2016-07-15,101936,1002110,false,Hoegaarden Speciale 24/25cl,24,FLES,15.55,0
2016-07-15,101936,1002121,false,Jupiler 0.0 N.A. 24/25cl,24,FLES,11.1,0
2016-07-15,101936,1002122,false,St.Feuillien Grand Cru 24/33cl,24,FLES,24.18,0
2016-07-15,101936,1002124,false,Karmeliet Tripel 24/33cl,72,FLES,60.18,0
2016-07-15,101936,1002162,false,Leffe 9 Rituel 24/33cl,24,FLES,20.93,0
2016-07-15,101936,1002198,false,Gauloise Blonde 24/33cl,24,FLES,17.52,0
2016-07-15,101936,1002256,false,Mc Chouffe 12/75cl,12,FLES,24.79,0
2016-07-15,101936,1002268,false,Moinette Blonde 24/33cl,24,FLES,19.5,0
2016-07-15,101936,1002319,false,Pater Lieven Blond 24/33cl,24,FLES,17.91,0
2016-07-15,101936,1002326,false,Struise Pannepot 24/33cl,48,FLES,62.39,0
2016-07-15,101936,1002329,false,Piraat 24/33cl,24,FLES,19.67,0
2016-07-15,101936,1002336,false,Postel Tripel 24/33cl,24,FLES,25.32,0
2016-07-15,101936,1002357,false,Rochefort 10 24/33cl,24,FLES,34.66,0
2016-07-15,101936,1002359,false,Rochefort 8 24/33cl,24,FLES,23.34,0
2016-07-15,101936,1002362,false,Reinaert Grand Cru 24/33cl,24,FLES,17.86,0
2016-07-15,101936,1002367,false,St.Bernardus Abt 12 12/75cl,12,FLES,38.6,0
2016-07-15,101936,1002370,false,St.Bernardus Prior 8 24/33cl,24,FLES,18.49,0
2016-07-15,101936,1002371,false,St.Bernardus Prior 8 12/75cl,12,FLES,32.66,0
2016-07-15,101936,1002384,false,Straffe Hendrik Quadruppel 24/33cl,24,FLES,28.54,0
2016-07-15,101936,1002385,false,Saison Dupont 12/75cl,12,FLES,17.59,0
2016-07-15,101936,1002398,false,St.Feuillien Blond 24/33cl,24,FLES,20.21,0
2016-07-15,101936,1002399,false,St.Feuillien Blond 12/75cl,12,FLES,24.83,0
2016-07-15,101936,1002402,false,St.Feuillien Tripel 24/33cl,24,FLES,23.06,0
2016-07-15,101936,1002411,false,Straffe Hendrik Tripel 24/33cl,24,FLES,25.51,0
2016-07-15,101936,1002441,false,St.Bernardus Tripel 12/75cl,12,FLES,32.66,0
2016-07-15,101936,1002461,false,Tongerlo Blond 24/33cl,48,FLES,42.44,0
2016-07-15,101936,1002462,false,Tongerlo Dubbel 24/33cl,24,FLES,20.97,0
2016-07-15,101936,1002471,false,Tongerlo Tripel Prior 24/33cl,24,FLES,22.58,0
2016-07-15,101936,1002498,false,Val-Dieu Blonde 24/33cl,24,FLES,20.35,0
2016-07-15,101936,1002539,false,Watou's Witbier 24/25cl,24,FLES,10.66,0
2016-07-15,101936,1003832,false,G.Carolus Cuvee vd Keizer Blauw 12/75cl,12,FLES,42.13,0
2016-07-15,101936,1003833,false,G.Carolus Cuvee vd Keizer Rood 12/75cl,12,FLES,37.9,0
2016-07-15,101936,1003912,false,"Big Chouffe 1,5l",6,STUK,48.84,0
2016-07-15,101936,1004064,false,Brugse Zot Blond 12/75cl,12,FLES,30.34,0
2016-07-15,101936,1004094,false,Brugse Zot Dubbel 12/75cl,12,FLES,31.67,0
2016-07-15,101936,1004314,false,Bush De Nuits 6/75cl,6,STUK,68.68,0
2016-07-15,101936,1004463,false,La Chouffe 24/33cl,48,FLES,43.72,0
2016-07-15,101936,1004473,false,La Chouffe Houblon 12/75cl,12,FLES,33.87,0
2016-07-15,101936,1004498,false,De Ranke Noir De Dottignies 24/33cl,24,FLES,21.98,0
2016-07-15,101936,1004543,false,Maneblusser 24/33cl,72,FLES,47.28,0
2016-07-15,101936,1004548,false,"Bacchus Kriek 20/37,5cl",20,FLES,29.06,0
2016-07-15,101936,1004668,false,Barbar Blond Beugel 20/33cl,20,FLES,15.84,0
2016-07-15,101936,1004686,false,Waterloo triple 7 blond 12/75cl,12,FLES,26.85,0
2016-07-15,101936,1004696,false,Karmeliet Tripel 12/75cl,24,FLES,62.76,0
2016-07-15,101936,1004724,false,Steenuilke 24/33cl,24,FLES,20.33,0
2016-07-15,101936,1004855,false,Kwaremont Blond 24/33cl,24,FLES,17.44,0
2016-07-15,101936,1005041,false,Omer 24/33cl,24,FLES,21.22,0
2016-07-15,101936,1005144,false,St.Feuillien Saison 24/33cl,24,FLES,19.42,0
2016-07-15,101936,1005414,false,Gulden Draak Quadruple 24/33cl,24,FLES,21.88,0
2016-07-15,101936,1005514,false,"Hanssens Oudbeitje 24/37,5cl",24,FLES,50.61,0
2016-07-15,101936,1005590,false,Leffe Royale 24/33cl,24,FLES,27.1,0
2016-07-15,101936,1005627,false,Wolf 8 24/33cl,24,FLES,20.17,0
2016-07-15,101936,1005785,false,Engelzell Gregorius 20/33cl,20,FLES,40.53,0
2016-07-15,101936,1005818,false,Papegaei 24/33cl,24,FLES,23.97,0
2016-07-15,101936,1005920,false,Straffe Hendrik Heritage 6/75cl,6,FLES,44.05,0
2016-07-15,101936,1006032,false,Viven Imperial IPA 24/33cl,24,FLES,27.89,0
2016-07-15,101936,1006063,false,Leffe Nectar 24/33cl,24,FLES,18.38,0
2016-07-15,101936,1006495,false,Straffe Hendrik Wild 24/33cl,24,FLES,27.89,0
2016-07-15,101936,1006510,false,Averbode 24/33cl,24,FLES,23.2,0
2016-07-15,101936,1006604,false,Kwaremont Blond,6,FLES,15.86,0
2016-07-15,101936,1006838,false,Chimay Doree,24,FLES,21.13,0
2016-07-15,101936,1007390,false,Leffe Royale Cascade IPA,24,FLES,29.7,0
2016-07-15,101936,1007401,false,Tiny Rebel Fubar,24,FLES,33.56,0
2016-07-15,101936,1007404,false,Tiny Rebel Dirty Stop Out,24,FLES,34.41,0
2016-07-15,101936,1007407,false,Tiny Rebel One Inch Punch,24,FLES,33.67,0
2016-07-15,101936,1007687,false,Hanssens Schaarbeekse Kriek,12,FLES,47.3,0
2016-07-15,101936,1007810,false,Leffe Royale Mapuché,24,FLES,29.06,0
2016-07-15,101936,1007984,false,G Carolus Indulgence,12,FLES,57.32,0
2016-07-15,101936,1008098,false,Spencer,48,FLES,88.46,0
2016-07-15,101936,1008104,false,Leffe Royale Mount Hood,24,FLES,29.06,0
2016-07-15,101936,1008393,false,Leffe Royale Crystal Hop,24,FLES,29.37,0
2016-07-15,101936,1008445,false,Tanker Reloaded Ipa,24,FLES,35.75,0
2016-07-15,101936,1008452,false,Tanker Armaada SH Mosaic,24,FLES,42.94,0
2016-07-15,101936,1008605,false,Tiny Rebel Lupulin Fiasco,24,FLES,36.6,0
2016-07-15,101936,1008606,false,Tiny Rebel Cali,24,FLES,35.26,0
2016-07-15,101936,1008835,false,Mikkeller Beer Geek brunch weasel 24/33cl,24,FLES,77.7,0
2016-07-15,101936,1008836,false,Mikkeller Beer Geek Limfjordsporter (w/thisted) 18,18,FLES,42.31,0
2016-07-15,101936,1008841,false,Mikkeller Kaffestout 24/33cl,24,FLES,45.29,0
2016-07-15,101936,E1180,true,"Leeggoed € 11,80",-2,STUK,-23.6,0
2016-07-15,101936,E1200,true,"Leeggoed € 12,00",-2,STUK,-24,0
2016-07-15,101936,E210,true,"Leeggoed € 2,10",-36,STUK,-75.6,0
2016-07-15,101936,E240,true,"Leeggoed € 2,4",5,STUK,12,0
2016-07-15,101936,E340,true,"Leeggoed € 3,40",1,STUK,3.4,0
2016-07-15,101936,E400,true,"Leeggoed € 4,00",-1,STUK,-4,0
2016-07-15,101936,E450,true,"Leeggoed € 4,50",-12,STUK,-54,0
2016-07-15,101936,E460,true,"Leeggoed € 4,60",-4,STUK,-18.4,0
2016-07-15,101936,E600,true,"Leeggoed € 6,00",1,STUK,6,0
2016-07-15,101936,E650,true,"Leeggoed € 6,50",1,STUK,6.5,0
2016-07-15,101936,E690,true,"Leeggoed € 6,90",1,STUK,6.9,0
2016-07-15,101936,E700,true,"Leeggoed € 7,00",6,STUK,42,0
2016-07-15,101936,E800,true,Leeggoed € 8,1,STUK,8,0
2016-07-15,102123,1001458,false,Cantillon Iris 6/75cl,6,FLES,33.58,0
2016-07-15,102123,1001606,false,korting bieren & frisdranken,-1,STUK,-29.61,0
2016-07-15,102123,1001871,false,Bloemenbier 24/33cl,120,FLES,92.38,0
2016-07-15,102123,1002124,false,Karmeliet Tripel 24/33cl,24,FLES,20.06,0
2016-07-15,102123,1002163,false,Leffe Blond 24/33cl,144,FLES,108.9,0
2016-07-15,102123,1002180,false,La Chouffe 12/75cl,12,FLES,23.81,0
2016-07-15,102123,1002204,false,Liefmans Fruitesse 24/25cl,120,FLES,81.7,0
2016-07-15,102123,1002220,false,Leffe Radieuse 24/33cl,24,FLES,27.24,0
2016-07-15,102123,1002231,false,La Trappe Tripel 24/33cl,48,FLES,47.55,0
2016-07-15,102123,1002235,false,La Trappe Quadrupel 24/33cl,144,FLES,149.66,0
2016-07-15,102123,1002256,false,Mc Chouffe 12/75cl,24,FLES,49.58,0
2016-07-15,102123,1002297,false,Orval 24/33cl,72,FLES,70.39,0
2016-07-15,102123,1002359,false,Rochefort 8 24/33cl,24,FLES,23.34,0
2016-07-15,102123,1002385,false,Saison Dupont 12/75cl,24,FLES,35.19,0
2016-07-15,102123,1002440,false,St.Bernardus Tripel 24/33cl,48,FLES,36.97,0
2016-07-15,102123,1002530,false,Westmalle Tripel 24/33cl,48,FLES,43.3,0
2016-07-15,102123,1003253,false,La Trappe Witte Trappist 24/33cl,288,FLES,183.37,0
2016-07-15,102123,1003846,false,La Trappe blond 24/33cl,72,FLES,61.39,0
2016-07-15,102123,1004463,false,La Chouffe 24/33cl,72,FLES,65.58,0
2016-07-15,102123,1004706,false,Pauwel Kwak 12/75cl,36,FLES,92.93,0
2016-07-15,102123,1005367,false,Hoegaarden White NRB 24/33cl,72,FLES,49.56,0
2016-07-15,102123,1005661,false,Cantillon Saint-Gilloise 6/75cl,6,FLES,34.12,0
2016-07-15,102123,1005707,false,Trappist Mont Des Cats 24/33cl,48,FLES,77.41,0
2016-07-15,102123,1006170,false,Emelisse Smoked Rye IPA 12/33cl,24,FLES,36.78,0
2016-07-15,102123,1006281,false,Emelisse Saison 12/33cl,24,FLES,34.8,0
2016-07-15,102123,1006873,false,Saison Dupont Dry Hopping,48,FLES,45.35,0
2016-07-15,102123,E450,true,"Leeggoed € 4,50",34,STUK,108.8,0
2016-07-15,102123,E690,true,"Leeggoed € 6,90",2,STUK,11.2,0
2016-07-15,101637,E1180,true,"Leeggoed € 11,80",-1,STUK,-11.8,0
2016-07-15,101637,E190,true,"Leeggoed € 1,90",-1,STUK,-1.9,0
2016-07-15,101637,E210,true,"Leeggoed € 2,10",-351,STUK,-737.1,0
2016-07-15,101637,E3000,true,"Leeggoed € 30,00",-40,STUK,-1200,0
2016-07-15,101637,E360,true,"Leeggoed € 3,60",-26,STUK,-93.6,0
2016-07-15,101637,E400,true,"Leeggoed € 4,00",-4,STUK,-16,0
2016-07-15,101637,E450,true,"Leeggoed € 4,50",-169,STUK,-760.5,0
2016-07-15,101637,E460,true,"Leeggoed € 4,60",-19,STUK,-87.4,0
2016-07-15,101637,E560,true,"Leeggoed € 5,60",-9,STUK,-50.4,0
2016-07-15,101637,E6000,true,Leeggoed € 60,-12,STUK,-720,0
2016-07-15,101637,E610,true,"Leeggoed € 6,10",-1,STUK,-6.1,0
2016-07-15,101637,E700,true,"Leeggoed € 7,00",-20,STUK,-140,0
2016-07-15,101637,E800,true,Leeggoed € 8,-5,STUK,-40,0
2016-07-15,101497,1001421,false,3 Fonteinen gueuze 12/37.5,12,FLES,35.53,0
2016-07-15,101497,1001940,false,Chimay Blauw 24/33cl,24,FLES,25.6,0
2016-07-15,101497,1001942,false,Chimay Rood 24/33cl,48,FLES,39.55,0
2016-07-15,101497,1001961,false,Duvel 24/33cl,48,FLES,39.74,0
2016-07-15,101497,1002122,false,St.Feuillien Grand Cru 24/33cl,24,FLES,24.18,0
2016-07-15,101497,1002124,false,Karmeliet Tripel 24/33cl,48,FLES,40.12,0
2016-07-15,101497,1002355,false,Rodenbach Grand Cru 24/33cl,24,FLES,23.11,0
2016-07-15,101497,1002529,false,Westmalle Dubbel 24/33cl,48,FLES,33.41,0
2016-07-15,101497,1002530,false,Westmalle Tripel 24/33cl,24,FLES,21.65,0
2016-07-15,101497,1002540,false,De Ranke XX-Bitter 24/33cl,24,FLES,19.55,0
2016-07-15,101497,1004668,false,Barbar Blond Beugel 20/33cl,20,FLES,15.84,0
2016-07-15,101497,1006646,false,Cornet Oaked,24,FLES,21.37,0
2016-07-15,101497,21,false,Leeggoed retour,-1,STUK,-22.5,0
2016-07-15,101497,E1200,true,"Leeggoed € 12,00",1,STUK,12,0
2016-07-15,101497,E450,true,"Leeggoed € 4,50",15,STUK,67.5,0
2016-07-15,101492,1001233,false,Lindemans Cassis 24/25cl,96,FLES,66.78,0
2016-07-15,101492,1001273,false,St.Bernardus Abt 12 vat 20L,4,STUK,217.93,0
2016-07-15,101492,1001500,false,Lindemans Apple 24/25cl,96,FLES,47.97,0
2016-07-15,101492,1001541,false,St.Louis Premium Peche 24/25cl,192,FLES,149.75,0
2016-07-15,101492,1001672,false,Blanche De Namur 24/33cl,96,FLES,54.45,0
2016-07-15,101492,1001753,false,"Troubadour Blond 6,5% 24/33cl",48,FLES,38.47,0
2016-07-15,101492,1001819,false,Bush Ambrée 24/33cl,96,FLES,88.41,0
2016-07-15,101492,1001882,false,Bosbier 24/25cl,96,FLES,63.7,0
2016-07-15,101492,1001999,false,Delirium Tremens 24/33cl,96,FLES,102.14,0
2016-07-15,101492,1002047,false,Grimbergen Blond 24/33cl,48,FLES,40.44,0
2016-07-15,101492,1002049,false,Grimbergen Dubbel 24/33cl,48,FLES,41.15,0
2016-07-15,101492,1002063,false,Gulden Draak 24/33cl,96,FLES,82.31,0
2016-07-15,101492,1002121,false,Jupiler 0.0 N.A. 24/25cl,48,FLES,22.2,0
2016-07-15,101492,1002124,false,Karmeliet Tripel 24/33cl,96,FLES,80.24,0
2016-07-15,101492,1002248,false,Maredsous 6 Blond 24/33cl,96,FLES,70.83,0
2016-07-15,101492,1002314,false,Pauwel Kwak 24/33cl,192,FLES,145.08,0
2016-07-15,101492,1002329,false,Piraat 24/33cl,96,FLES,78.68,0
2016-07-15,101492,1002357,false,Rochefort 10 24/33cl,48,FLES,69.33,0
2016-07-15,101492,1002411,false,Straffe Hendrik Tripel 24/33cl,48,FLES,51.01,0
2016-07-15,101492,1002530,false,Westmalle Tripel 24/33cl,96,FLES,86.61,0
2016-07-15,101492,1002556,false,Kasteelbier Rouge 24/33cl,96,FLES,80.43,0
2016-07-15,101492,1002566,false,Saison Dupont 24/33cl,96,FLES,62.87,0
2016-07-15,101492,1003064,false,De Koninck Vat 30L,4,STUK,262.81,0
2016-07-15,101492,1003185,false,Ter Dolen blond vat 30L,4,STUK,251.99,0
2016-07-15,101492,1004947,false,Ter Dolen Kriek vat 30L,20,VAT,1454.71,0
