ArtikelNummer,Omschrijving,Plato,AlcoholGraad,Eenheid,PrijsInEuroExclusiefTaksen
1010196,Collective Arts State Of Mind 24/47.3cl,9.4,4.4,24/47.3cl,50.84
1010198,Collective Arts Stranger Than Fiction 24/47.3cl,15.1,5.5,24/47.3cl,50.73
1005334,"Coopers Pale Ale 24/37,5cl",12,4.5,"24/37,5cl",22.48
1005335,"Coopers Sparkling 24/37,5cl",14,5.8,"24/37,5cl",22.53
1005336,"Coopers Stout 24/37,5cl",16,6.3,"24/37,5cl",22.57
1008705,Coopers Vintage,18,7.5,"24/37,5cl",29.38
1008156,Corona Beer NIET GEBRUIKEN,11.3,4.5,35.5cl,1.03
1007641,Coronado Idiot IPA,17.5,8.5,"24/35,5cl",62.91
1007640,Coronado Islander IPA,15,7,"24/35,5cl",48.73
1007943,Coronado Mermaid's,14,5.7,"24/35,5cl",48.55
1007642,Coronado Sock Knocker DIPA,17.5,8.5,"24/35,5cl",62.91
1008533,Coronado Stingray Ipa,15,7.9,"24/35,5cl",64.79
1008230,Coronado Stupid Stout,20,10,12/66cl,70.26
1007674,"Crew Republic 7,45 Escalation",19,8.3,24/33cl,39.3
1008248,Crew Republic Barley Wine,22,10.6,24/33cl,45.47
1007673,Crew Republic Detox,8,3.4,24/33cl,32.95
1007672,Crew Republic Drunken Sailor,15,6.4,24/33cl,32.7
1007671,Crew Republic Foundation 11,12,5.6,24/33cl,32.97
1007670,Crew Republic Münich Easy,11,4.8,24/33cl,32.68
1007675,Crew Republic Roundhouse Kick,30,9.2,24/33cl,46.35
1008058,Crooked Stave Colorado Wild Sage Mountain Saison,14.5,7.2,"12/37,5cl",67.83
1008065,Crooked Stave Hop Savant Falconer's Flight,13.5,7,"12/37,5cl",67.83
1008067,Crooked Stave Petite Sour Pure Guava,11,4.5,"12/37,5cl",72.1
1008061,Crooked Stave Progenitor #2,12,6.2,"12/37,5cl",72.31
1008066,Crooked Stave Progenitor #4,12,6.2,"12/37,5cl",72.31
1008060,Crooked Stave St Bretta Gold Nugget,11.5,5.5,"12/37,5cl",67.81
1008059,Crooked Stave St Bretta Late Spring,11.5,5.5,"12/37,5cl",67.81
1008063,Crooked Stave St Bretta Meyer Lemon,11.5,5.5,"12/37,5cl",67.81
1008062,Crooked Stave St Bretta Pomelo,11.5,5.5,"12/37,5cl",67.81
1008064,Crooked Stave St Bretta Valencia,11.5,5.5,"12/37,5cl",67.81
1009927,"Dark Horse 4 Elf Winter Ale 24/35,5cl",20,8.75,"24/35,5cl",58.47
1007320,Dark Horse Amber Ale,16,5.5,"24/35,5cl",54.17
1006883,Dark Horse Boffo Brown Ale,17,5.5,"24/35,5cl",49.53
1006886,Dark Horse Crooked Tree IPA,16,6.5,"24/35,5cl",50.84
1009029,"Dark Horse Double Crooked Tree IPA 24/35,5cl",23,12,"24/35,5cl",84.4
1007322,Dark Horse One Oatmeal Stout,19,8,"24/35,5cl",56.07
1009028,"Dark Horse Plead The 5 th Imp.Stout 24/35,5cl",22,11,"24/35,5cl",69.99
1009030,"Dark Horse Rain In Blood Orange 24/35,5cl",12,5,"24/35,5cl",51.72
1006884,Dark Horse Reserve Special Black,16.5,7.5,"24/35,5cl",52.08
1009031,"Dark Horse Smells Like A Safety Meeting 24/35,5cl",16.5,8.5,"24/35,5cl",56.28
1007321,Dark Horse Too Cream Stout,19,8,"24/35,5cl",56.07
1006885,Dark Horse Variety IPA,16,6.5,"24/35,5cl",53.35
1010894,De Moersleutel Game On 12/37.5cl,14,7,12/37.5cl,30.95
1010446,De Moersleutel Je Moer 12/37.5cl,23,10,12/37.5cl,32.84
1010448,De Moersleutel Juiced Up 12/37.5cl,14,7,12/37.5cl,28.83
1010895,De Moersleutel Level Up 12/37.5cl,17,8.5,12/37.5cl,32.76
1010450,De Moersleutel Motorolie 12/37.5cl,26,12,12/37.5cl,36.05
1010755,De Moersleutel Motorolie Turf BA 12/37.5cl,26,12,12/37.5cl,50.07
1010756,De Moersleutel One Year 12/37.5cl,26,12,12/37.5cl,50.07
1010449,De Moersleutel Ruwe Olie 12/37.5cl,25,10,12/37.5cl,40.27
1010896,De Moersleutel Smeerolie 12/37.5cl,25,10,12/37.5cl,36.05
1010447,De Moersleutel Willy Tonka 12/37.5cl,23,9,12/37.5cl,40.42
1007849,De Molen 25 Grams 24/33cl,19.7,9.5,24/33cl,64.48
1009306,De Molen 30 Grams 24/33cl,15.4,6.7,24/33cl,37.03
1006590,De Molen Amarillo 24/33cl,20,9.3,24/33cl,37.17
1006586,De Molen Amerikaans 24/33cl,9,4.5,24/33cl,31.16
1007534,De Molen Ball & Chain 24/33cl,17.2,7.1,24/33cl,42.64
1007088,De Molen Bepakt & Bezakt 24/33cl,23.9,9.7,24/33cl,81.19
1006591,De Molen Bergamot IPA 24/33cl,15.8,7.1,24/33cl,35.65
1007867,De Molen Berliner Weisse 24/33cl,13,6,24/33cl,43.33
1006589,De Molen Bitch Saison 24/33cl,18.5,9.5,24/33cl,42.29
1009310,De Molen Bitter & Noodzaak 24/33cl,18.6,8.5,24/33cl,25.14
1006253,"De Molen Bloed, Zweet & Tranen 24/33cl",18,8.2,24/33cl,37.1
1008751,De Molen Blood Orange Ipa 24/33cl,14.4,6.2,24/33cl,36.39
1006251,De Molen Bommen & Granaten 24/33cl,30,11.9,24/33cl,43.95
1008371,De Molen Bommen & Granaten PX 24/33cl,32,15.2,24/33cl,84.59
1007850,De Molen Bommen & Granaten Rioja 24/33cl,30,11.9,24/33cl,80.58
1006592,De Molen Brood & Spelen 24/33cl,18,8.2,24/33cl,32.57
1009308,De Molen Cabreuva & Safraras 24/33cl,12.4,6.6,24/33cl,30.45
1007851,De Molen Cedar Wood Infused Quad 24/33cl,24.3,10,24/33cl,45.12
1009654,De Molen Counter & Attack,12.7,5.5,24/33cl,29.19
1008372,De Molen Cuvee #3 24/33cl,23.9,9.7,24/33cl,83.43
1007738,De Molen Cuvee #4 24/33cl,23.9,9.7,24/33cl,83.43
1008750,De Molen Dag & Dauw 24/33cl,16,7.1,24/33cl,30.76
1007244,De Molen Dag & Nacht 24/33cl,24.5,11.3,24/33cl,89.38
1010630,De Molen Frack & Frick 24/33cl,24.9,10.6,24/33cl,48.22
1009304,De Molen Framboos & Framblij 24/33cl,14.6,6.6,24/33cl,36.96
1010405,De Molen Frank & Vrij 24/33cl,17.8,6.9,24/33cl,27.11
1007853,De Molen Fresh Hop 2016 24/33cl,14.4,6.3,24/33cl,31.21
1010631,De Molen Frick & Frack 12/33cl,27,11.3,12/33cl,26.36
1007294,De Molen Groot & Sterk 24/33cl,25.9,10.7,24/33cl,70.97
1007870,De Molen Hair of the dog claws 24/33cl,24.3,10.7,24/33cl,65.43
1010293,De Molen Haken & Ogen Bourbon BA 24/33cl,24,10.7,24/33cl,76.91
1007089,De Molen Hamer & Sikkel 24/33cl,13,5.2,24/33cl,25.34
1006594,De Molen Heaven & Hell 24/33cl,26.9,11.9,24/33cl,43.93
1010865,De Molen Heaven & Hell Bowmore BA 24/33cl,26.9,12.9,24/33cl,79.58
1006593,De Molen Heen & Weer 24/33cl,20,9.2,24/33cl,30.38
1007858,De Molen Heinde & Verre 24/33cl,27.1,7.2,24/33cl,30.77
1007860,De Molen Heksen & Trollen 24/33cl,11,6.1,24/33cl,31.03
1009307,De Molen Hel & Verdoemenis 24/33cl,24,10,24/33cl,43.81
1007101,De Molen Hel & Verdoemenis 6/75cl,24,10,6/75cl,36.99
1008752,De Molen Hel & Verdoemenis Bourbon 24/33cl,24,11,24/33cl,76.41
1007862,De Molen Hel & Verdoemenis Bruichladdich 24/33cl,24,11,24/33cl,86.93
1008686,De Molen Hel En Verdoemenis Bruichladich Brett 24,33,11,24/33cl,84.23
1006255,De Molen Hemel & Aarde 24/33cl,24,10,24/33cl,43.24
1007242,De Molen Hemel & Aarde Bourbon 24/33cl,24,11,24/33cl,76
1007241,De Molen Hemel& Aarde Octomore 24/33cl,24,11,24/33cl,89.38
1007090,De Molen Hier & Nu 24/33cl,11.6,4.9,24/33cl,25.62
1007863,De Molen Honey Rye Ipa 24/33cl,15.8,7.3,24/33cl,39.24
1008300,De Molen Hop & Liefde 24/33cl,11.4,4.8,24/33cl,25.31
1010035,De Molen Hugs & Kisses 24/33cl,11.2,3.5,24/33cl,26.81
1007091,De Molen Jaco & Sigrid 24/33cl,9,4.8,24/33cl,31.01
1008179,De Molen Knippen & Scheren 24/33cl,19.9,9.5,24/33cl,42.89
1006250,De Molen Kopie Loewak 24/33cl,29.1,11.2,24/33cl,75.76
1007865,De Molen Licht & Lustig 24/33cl,10,4.5,24/33cl,25.55
1006587,De Molen Lief & Leed 24/33cl,12.5,6.2,24/33cl,61.44
1006595,De Molen Lost & Found 6/75cl,18,6.6,6/75cl,29.08
1010866,De Molen Magic & Tricks 24/33cl,22,8.4,24/33cl,44.48
1010036,De Molen Mills & Hills (Fyne Ales Collab) 12/33cl,23.7,9.5,12/33cl,34.72
1010869,De Molen Mills & Mates 24/33cl,23,11,24/33cl,43.06
1007092,De Molen Molenbier 24/33cl,16,7.5,24/33cl,35.47
1007093,De Molen Mooi & Medogenloos 24/33cl,24.1,10.2,24/33cl,34.05
1009300,De Molen Mooi & Meedogenloos Bourbon BA 24/33cl,24.1,11.2,24/33cl,76.41
1007243,De Molen Moord & Brand Bourbon BA 24/33cl,29.5,10.8,24/33cl,88.56
1008301,De Molen Moord & Doodslag 24/33cl,24,10,24/33cl,65.42
1006249,De Molen Mout & Mocca 24/33cl,23.7,9.5,24/33cl,44.28
1009693,De Molen Nibs & Beans 24/33cl,25,9.3,24/33cl,85.63
1010034,De Molen Not For Sale Ale 24/33cl,11.6,4.9,24/33cl,25.12
1007094,De Molen Op & Top 24/33cl,9,4.9,24/33cl,21.52
1007100,De Molen Op & Top 6/75cl,9,4.9,6/75cl,26.74
1006596,De Molen Open & Bloot 24/33cl,23.6,8,24/33cl,42.31
1006597,De Molen Pais & Vree 24/33cl,23.3,10.1,24/33cl,42.34
1006588,De Molen Pale Ale Citra 24/33cl,11.4,4.8,24/33cl,30.79
1007095,De Molen Pale Ale Simcoe 24/33cl,10.4,4.8,24/33cl,31.39
1006598,De Molen Pijl & Boog 24/33cl,20.5,10.3,24/33cl,29.59
1007245,De Molen Prachtig & Machtig 24/33cl,30,10.2,24/33cl,73.48
1009655,De Molen Problem Solved,18.9,7.5,24/33cl,63.48
1010587,De Molen Push & Pull Bourbon BA 24/33cl,25.5,10.5,24/33cl,77.19
1006252,De Molen Rasputin 24/33cl,23,10.4,24/33cl,43.24
1006599,De Molen Rasputin Bourbon BA 24/33cl,24,11,24/33cl,83.54
1010445,De Molen Rasputin Cans 24/33cl,23,10.4,24/33cl,43.32
1006600,De Molen Rhythem & Blues BA 24/33cl,20,10.2,24/33cl,61.48
1009311,De Molen Roest & Rogge 24/33cl,15.3,6.6,24/33cl,30.53
1006254,De Molen Rook & Vuur 24/33cl,18,8.2,24/33cl,36.98
1008302,De Molen Saints & Sinners 24/33cl,14.3,6.1,24/33cl,38.9
1009305,De Molen Saison Citra S:t Eriks Collab 24/33cl,11,5.1,24/33cl,36.75
1009319,De Molen Sin & Remorse 24/33cl,25,10,24/33cl,42.78
1010588,De Molen SitiS (Omnipollo Collab) 24/33cl,17,8.5,24/33cl,54.11
1006601,De Molen Spanning & Sensatie 24/33cl,24.2,9.8,24/33cl,43.81
1010867,De Molen Stad & Land 24/33cl,11.4,5.2,24/33cl,33.21
1007096,De Molen Storm & Regen 24/33cl,20,8.1,24/33cl,46.69
1010589,De Molen Summer of 2017 Cans 24/33cl,13.2,5.4,24/33cl,28.79
1010868,De Molen Sun & Moon (Tempest Collab) 24/33cl,24,10,24/33cl,47.66
1008303,De Molen Trots & Tevreden 24/33cl,15.2,6.8,24/33cl,38.9
1006602,De Molen Tsarina Esra 24/33cl,23.4,11,24/33cl,43.64
1007239,De Molen Twenty-One Grams 24/33cl,21.8,10.2,24/33cl,71.32
1008687,De Molen Txapela En Klompen 24/33cl,26,13.6,24/33cl,83.38
1010158,De Molen Verdeel & Heers BA With Brett 24/33cl,24.1,11.2,24/33cl,75.78
1006256,De Molen Vuur & Vlam 24/33cl,14.4,6.2,24/33cl,26.9
1010444,De Molen Vuur & Vlam Cans 24/33cl,14.4,6.2,24/33cl,27.44
1007097,De Molen Wal & Schip BA 24/33cl,23.9,9.7,24/33cl,81.19
1007868,De Molen Wasabi Saison 24/33cl,11.1,6.3,24/33cl,32.58
1007240,De Molen Weer & Wind Bourbon 24/33cl,30,12.9,24/33cl,76.73
1007098,De Molen White Witch 24/33cl,11.5,6.1,24/33cl,36.79
1007099,De Molen Winter Saison 24/33cl,11.1,6.1,24/33cl,24.53
1008180,De Molen X & X 24/33cl,27.4,8.8,24/33cl,43.58
1008110,De Molen Zombier Skulls & Tentacles 24/33cl,32,11.9,24/33cl,84.59
1009309,De Molen Zon & Gezelligheid 24/33cl,14.4,7.6,24/33cl,36.96
1007102,De Molen Zwaaien & Zwieren BA 6/75cl,25,12.6,6/75cl,52.06
1006603,De Molen Zwart & Wit 24/33cl,18.6,8.4,24/33cl,31.44
1006308,Del Ducato A.F.O.Ale 16/33cl,13,5.4,16/33cl,30.41
1006865,Del Ducato California Sun,11,4.5,24/33cl,39.41
1006311,Del Ducato Chimera*** 16/33cl,18,8,16/33cl,32.65
1006862,Del Ducato Freeride IPA,12,5.2,18/33cl,32.82
1006314,Del Ducato La Prima Luna 16/33cl,25,12,16/33cl,51.66
1006315,Del Ducato L'Ultima Luna 16/33cl,26,13,16/33cl,78.18
1006316,Del Ducato Luna Rossa Ale 16/33cl,16.5,8,16/33cl,82.19
1006322,Del Ducato Machete 18/33cl,18,7.8,18/33cl,35.13
1006863,Del Ducato Machete DIPA,17,7.6,24/33cl,46.54
1006309,Del Ducato New Morning IT 16/33cl,14,5.8,16/33cl,31.81
1006319,Del Ducato Rauch 16/33cl,13,5.2,16/33cl,34.74
1006310,Del Ducato Sally Brown 16/33cl,13,5.2,16/33cl,30.55
1006318,Del Ducato Sally Brown Coffè Baracco 16/33cl,13,5.2,16/33cl,34.74
1006867,Del Ducato Suprema Ratio,13,5.4,18/33cl,34.13
1006305,Del Ducato Viaemilia 16/33cl,11.5,5,16/33cl,29.66
1006864,Del Ducato Violent Femme,9.5,4.2,24/33cl,42.93
1006313,Del Ducato Vis 16/33cl,20,8.2,16/33cl,34.01
1006317,Del Ducato Vis Black Jack Islay 16/33cl,20,8.2,16/33cl,75.46
1006312,Del Ducato Winterlude 16/33cl,19,8.8,16/33cl,33.42
1005867,Doppelbock Dunkel 24/33cl,18,8.5,24/33cl,25.36
1007258,Double Mountain Hop Lava 20/50cl,14.5,7,20/50cl,70.12
1007257,Double Mountain IRA 20/50cl,14,6.5,20/50cl,70.13
1007259,Double Mountain Vaporizer 20/50cl,13.5,6,20/50cl,70.12
1006057,Drakes 12/65cl,22,9,12/65cl,83.58
1008534,Drakes Ipa,15.4,7,"24/35,5cl",48.76
1009582,Dugges All The Way 24/33cl,11,4.2,24/33cl,49.36
1008921,Dugges Barbados,26,10.1,24/33cl,137
1008542,Dugges Beer Here Sugar Daddy,20,9.5,24/33cl,76.96
1009583,Dugges Christmas Idjit 24/33cl,20,9.5,24/33cl,46.19
1008916,Dugges Guyana,26,10.4,24/33cl,136.98
1008917,Dugges High Five,14,7.5,24/33cl,53.2
1008541,Dugges Idjit,20,9.5,24/33cl,83.85
1008922,Dugges Jamaica,26,10.4,24/33cl,136.98
1010080,Dugges Sidamo Dimtu 24/33cl,26,10,24/33cl,118.25
1008918,Dugges Six Ways Coco Nut,26,10,24/33cl,114.22
1008919,Dugges Six Vinilla Oak,26,10,24/33cl,114.22
1008920,Dugges / Stillwater Tropic Thunder,10,4.5,24/33cl,64.52
1010186,Dunham LaPatt Porter Robuste 24/34.1cl,16.2,6,24/34.1cl,53.08
1010187,Dunham Leo's Early Breakfast Ipa 24/34.1cl,14.6,6.2,24/34.1cl,53.38
1010188,Dunham Rye ESB 24/34.1cl,15.3,6,24/34.1cl,53.08
1010189,Dunham Triple XXX 12/75cl,19,8.5,12/75cl,106.12
1010190,Dunham Tropicale 12/50cl,19,8.5,12/50cl,87.12
1008725,Dutch Bargain IPA,22,10,24/33cl,42.75
1002012,Edel -Brau 24/25cl,6,0.5,24/25cl,8.64
1008262,Eel River Emerald Session Ipa,10,4.5,"24/35,5cl",43.38
1008263,Eel River Emerald Triangle Ipa,15,6.7,"24/35,5cl",47.85
1010083,Eggenberger Doppelbock Dunkel 24/33cl,18,8.5,24/33cl,26.74
1010084,Eggenberger Samichlaus Barrique 24/33cl,28,14,12/75cl,33.1
1002421,Eggenberger Samichlaus Classic 24/33cl,28,14,24/33cl,39.77
1002015,Eggenberger Urbock 24/33cl,23,9.6,24/33cl,23.99
1002007,Eku 28 24/33cl,28,11,24/33cl,23.01
1006167,"Emelisse 2,5% 12/33cl",8,2.5,12/33cl,16.86
1007694,Emelisse American Pale Ale,14,6,12/33cl,15.52
1009538,Emelisse Autumn Dubbelbock 12/33cl,16,8,12/33cl,22.89
1010337,Emelisse Barley Wine 12/33cl,20,10,12/33cl,26.35
1007628,Emelisse Black & Tan Bruichladdich,25,8,12/33cl,24.61
1006282,Emelisse Black IPA 12/33cl,18,6,12/33cl,20.87
1007626,Emelisse Blackberry,9.5,4.7,12/33cl,15.09
1006280,Emelisse Blond 24/33cl,16.1,6.8,24/33cl,32.18
1006915,Emelisse Creme Brullee Stout,18,8,12/33cl,17.71
1006171,Emelisse DIPA 12/33cl,18,7.9,12/33cl,21.53
1007295,Emelisse Dubbel,15.1,7.5,24/33cl,30.11
1008637,Emelisse English Bitter,13,5,12/33cl,17.54
1006173,Emelisse Espresso Stout 12/33cl,22.4,9.5,12/33cl,20.07
1006166,Emelisse Imperial Russian Stout 12/33cl,25.4,11,12/33cl,20.1
1007296,Emelisse Lente,16.5,7,12/33cl,22.13
1006278,Emelisse Oerpils 24/33cl,12.2,5,24/33cl,24.69
1006169,Emelisse Porter 12/33cl,16,7,12/33cl,16.07
1006168,Emelisse Rauchbeer 12/33cl,16,7,12/33cl,15.11
1006281,Emelisse Saison 12/33cl,11,4.6,12/33cl,20.14
1006170,Emelisse Smoked Rye IPA 12/33cl,15,6.2,12/33cl,21.51
1006172,Emelisse TIPA 12/33cl,21.6,10,12/33cl,24.81
1009539,Emelisse Vanille Ice Cream stout 12/33cl,14,5.5,12/33cl,24.62
1007300,Emelisse Whitelabel Imp. Russian Stout BA,25.5,11,12/33cl,22.76
1006225,Emelisse Whitelabel Aceto BA 12/33cl,17,7,12/33cl,24.42
1007627,Emelisse Whitelabel Coffeestout Bruichladdich,23,10,12/33cl,24.47
1006512,Emelisse Whitelabel IRS Ardbeg 12/33cl,25,11,12/33cl,24.61
1006279,Emelisse Witbier 24/33cl,12,5,24/33cl,24.69
1006605,Enigma Dragora,16,7,24/33cl,26.93
1003829,Erdinger dunkel 20/50cl,12.5,5.3,20/50cl,14.42
1005298,Erdinger Weisb. Alc.vrij 20/50cl,0.4,,20/50cl,14.81
1002021,Erdinger Weisbrau 24/33cl,11.93,5,24/33cl,16.94
1002019,Erdinger Weissen 20/50cl,12.5,5.3,20/50cl,14.42
1005291,Estrella damm 24/33cl,,5.4,24/33cl,18.07
1006703,Evil Twin Ashtray Heart,19.5,8.9,"24/35,5cl",44.95
1008053,Evil Twin Beavertown XXX Imp,22.5,9.5,12/65cl,63.17
1007947,Evil Twin Bikini Beer cans,10,2.7,"24/35,5cl",50.47
1008057,Evil Twin Brazil Ich Bin Ein Maracuja,12,4.5,12/31cl,32.89
1009144,Evil Twin Brett Yeast & Helles 12/65cl,11,5.5,12/65cl,74.57
1006704,Evil Twin Christmas Eve NYC,23.5,10,"24/35,5cl",56.66
1007864,Evil Twin Citra Sunshine Slacker,10,4.5,24/47.3cl,59.6
1010881,Evil Twin Consumed 15 Diane Cans 24/47.3cl,15,7,24/47.3cl,114.16
1007324,Evil Twin Dark Raven Naparbier,16,4.5,24/33cl,54.46
1008598,Evil Twin Even More Jesus,25,12,12/65cl,105.42
1010320,Evil Twin Even More Jesus Cans 24/47.3cl,25,12,24/47.3cl,71.71
1006888,Evil Twin Falco,16,7,"24/35,5cl",55.07
1009142,Evil Twin Falco IPA cans 24/47.3cl,16,7,24/47.3cl,56.83
1008054,Evil Twin Femme Fatale Sudachi Ipa,14.5,6,12/65cl,75.97
1006890,Evil Twin Freudian Slip,21,10.3,"24/35,5cl",54
1007326,Evil Twin Freudian Slip,20.5,10.3,"24/35,5cl",60.2
1010024,Evil Twin Geyser Gose 24/47.5cl,11,5.5,24/47.3cl,67.02
1007948,Evil Twin Hipster,11.5,5.5,"24/35,5cl",42.43
1007325,Evil Twin Hop Flood,15,7,"24/35,5cl",48.22
1007857,Evil Twin I Love You With My Stout,30,12,"24/35,5cl",68.29
1009143,Evil Twin Imperial Biscotti Break 12/65cl,24,11.5,12/65cl,104.6
1010321,Evil Twin Imperial Biscotti Break Cans 24/47.3cl,24,11.5,24/47.3cl,67.67
1006891,Evil Twin Imperial Doughnut Break Stout,23,11.5,12/65cl,104.3
1009026,"Evil Twin Imperial Simcoe Slacker IPA 24/35,5cl",15.2,7.5,"24/35,5cl",58.86
1007329,Evil Twin Light Raven Naparbier,14,4.5,24/33cl,54.48
1007855,Evil Twin Lil'B Imperial Porter,25,11.5,"24/35,5cl",59.54
1010322,Evil Twin Liquid Double Fudge 12/65cl,25,12,12/65cl,68.29
1007852,Evil Twin Low Life,11,5.5,"24/35,5cl",43.7
1009721,"Evil Twin Michigan Maple Jesus 24/35,5cl",25,12,"24/35,5cl",144.29
1009033,"Evil Twin Mission Gose 24/35,5cl",10,4,"24/35,5cl",55.84
1009024,"Evil Twin Modern IPA 24/35,5cl",16.5,6,"24/35,5cl",49.86
1006889,Evil Twin Molotov Cocktail,22.5,13,"24/35,5cl",62.21
1007861,Evil Twin Molotov Lite Imp Ipa,21,8.5,24/47.3cl,68.27
1007327,Evil Twin Molotov Simcoe Hop Edition IPA,26,13,12/65cl,66.73
1009027,Evil Twin No Hero Stout Cans 24/47.3cl,18.7,7,24/47.3cl,58.09
1006705,Evil Twin Noma Oxalis,14.6,5.5,12/33cl,36.72
1010025,"Evil Twin Nomader Weisse 24/35,5cl",14,4,"24/35,5cl",58.64
1010690,Evil Twin Omnipollo Old Fashioned Lemonade 24/47.3,15,7,"24/35,5cl",70.68
1009023,"Evil Twin Retro IPA 24/35,5cl",16.5,6,"24/35,5cl",47.76
1008055,Evil Twin Ron & The Beast Ryan Saison,13,7,12/65cl,71.46
1006887,Evil Twin Ryan & Beaster Bunny,14.5,7,"24/35,5cl",46.83
1010474,"Evil Twin Sanguinem Aurantiaco 24/35,5cl",9.4,3.25,"24/35,5cl",58.2
1008052,Evil Twin Soft DK Imp. Stout,22,10.4,"24/35,5cl",58.4
1010473,"Evil Twin Sour Bikini 24/35,5cl",11,3,"24/35,5cl",61.8
1010692,"Evil Twin Sour Bikini 24/35,5cl",11,3,"24/35,5cl",62.36
1008056,EVIL TWIN Sour Bikini Sour pale ale,11,3,12/65cl,72.43
1010693,Evil Twin Westbrook Imperial Mexican Biscotti 12/6,24,10.5,12/65cl,104.6
1009025,Evil Twin Wet Dream Cans 24/47.3cl,14.7,6.9,24/47.3cl,59.39
1007854,Evil Twin Yang,20.5,10,"24/35,5cl",53.74
1007323,Evil Twin Yin & Yang,21,11.2,"24/35,5cl",52.02
1007859,Evil Twin Yin & Yang Black Ipa,21,10,"24/35,5cl",57.04
1007856,Evil Twin Yin Imperial Stout,22.5,10,"24/35,5cl",57.39
1009720,Evil Twin/Two Roads Pachamama Porter 24/47.3cl,15,6.5,24/47.3cl,60.49
1009445,Fierce Beer 'Cafe Racer' 12/33cl,11.5,6.1,12/33cl,27.24
1009449,Fierce Beer 'Cafe Racer'KeyKeg 30L,11.5,6.1,30L,142.26
1009444,Fierce Beer 'Cranachan Killer' 12/33cl,10.5,5.5,12/33cl,25.41
1009441,Fierce Beer 'Day Shift'Hoppy Pale Ale 12/33cl,9.75,5,12/33cl,22.41
1009447,Fierce Beer 'Dirty Sanchez' 12/33cl,11.75,6.2,12/33cl,27.24
1009443,Fierce Beer 'Eskimo Joe' 12/33cl,11,5.7,12/33cl,24.24
1009440,Fierce Beer 'Fuego Feroz'Spiced Pale Ale 12/33cl,9.5,5,12/33cl,22.41
1009439,Fierce Beer 'Ginja Ninja'Pale Ale 12/33cl,10,5.2,12/33cl,22.41
1009448,Fierce Beer 'Granadilla Guerilla' 12/33cl,11.25,5.9,12/33cl,24.24
1009442,Fierce Beer 'Granadilla Guerilla'KeyKeg 30L,11.25,5.9,30L,120.41
1009446,Fierce Beer 'Peanut Riot' 12/33cl,11.5,6.1,12/33cl,27.24
1009075,Fifty Fifty Bart 6/65cl,23.5,11.9,6/65cl,103.83
1009076,Fifty Fifty Bart Coffee 6/65cl,23.5,11.9,6/65cl,103.83
1008289,Fifty Fifty Eclipse 2014 Brown Wax,23.5,11.9,12/65cl,254.72
1008288,Fifty Fifty Eclipse 2014 Forest Green Wax,23.5,11.9,12/65cl,254.72
1008290,Fifty Fifty Eclipse 2014 Red Wax,23.5,11.9,12/65cl,254.72
1009071,Fifty Fifty Eclipse 2015 Blue Pearl Wax 12/65cl,23.5,11.9,12/65cl,257.28
1009072,Fifty Fifty Eclipse 2015 Brunt Orange Wax 12/65cl,23.5,11.9,12/65cl,257.28
1009073,Fifty Fifty Eclipse 2015 Lavender Wax 12/65cl,23.5,11.9,12/65cl,257.28
1009074,Fifty Fifty Eclipse 2015 Purple Wax 12/65cl,23.5,11.9,12/65cl,257.28
1005541,"Flying Dog Pale Ale 24/35,5cl",13,5.5,"24/35,5cl",36.52
1005539,"Flying Dog Double Dog Pale Ale 24/35,5cl",24,11.5,"24/35,5cl",39.11
1007285,Flying Dog Easy IPA,11,4.7,"24/35,5cl",32.33
1005538,"Flying Dog Gonzo Imperial Porter 24/35,5cl",22,9.2,"24/35,5cl",44.49
1005537,"Flying Dog Horn Dog 24/35,5cl",25,10.2,"24/35,5cl",43.24
1006661,Flying Dog In Heat Hefe-Weizen,12,4.7,"24/35,5cl",29.25
1006015,"Flying Dog K9 Winter Ale 24/35,5cl",16.5,7.4,"24/35,5cl",29.55
1006018,"Flying Dog Pearl Necklage 24/35,5cl",13.5,5.5,"24/35,5cl",29.38
1007286,Flying Dog Raging Bitch,18,8.3,"24/35,5cl",39.59
1005540,"Flying Dog Snake Dog IPA 24/35,5cl",15,7.1,"24/35,5cl",35.35
1007430,Flying Dog Snake Dog IPA Cans,15,7.1,"24/35,5cl",26.88
1010165,"Flying Monkeys 12 Minutes To Destiny 24/35,5cl",10,4.1,"24/35,5cl",40.89
1010166,Flying Monkeys Acadian Groove 12/75cl,24,10,12/75cl,110.41
1010167,"Flying Monkeys Amber Ale 24/35,5cl",12,5,"24/35,5cl",36.07
1010168,"Flying Monkeys Antigravity Lager 24/35,5cl",12,4,"24/35,5cl",33.26
1010169,Flying Monkeys Aurora Heart 12/75cl,15.5,7.1,12/75cl,94.31
1010170,Flying Monkeys Cadillac Graveyard 12/75cl,14.5,6.4,12/75cl,87.89
1010171,Flying Monkeys Chocolate Manifesto 12/75cl,23,10,12/75cl,96.91
1010172,Flying Monkeys Chocolate Manifesto Barrel 12/75cl,23,10,12/75cl,112.1
1010173,Flying Monkeys Deep Tracks American Brown Ale 12/7,13,6.2,12/75cl,86.77
1010174,"Flying Monkeys Genius Of Suburbia 24/35,5cl",9.5,3.8,"24/35,5cl",40.89
1010175,"Flying Monkeys Hoptical Illusion 24/35,5cl",12,5,"24/35,5cl",40.89
1010176,"Flying Monkeys Mithology 24/35,5cl",13,5.3,"24/35,5cl",42.29
